decoyID	oryAfe1	vicPac2	allMis1	dasNov3	gadMor1	papAnu2	eptFus1	pteAle1	octDeg1	melUnd1	hapBur1	otoGar3	eleEdw1	chrAsi1	felCat8	galGal4	panTro4	chiLan1	criGri1	pelSin1	tupChi1	latCha1	ficAlb2	bosTau8	macFas5	myoDav1	canFam3	turTru2	capHir1	loxAfr3	musFur1	fr3	nomLeu3	mesAur1	gorGor3	chlSab2	cheMyd1	cavPor3	eriEur2	equCab2	hg38	orcOrc1	petMar2	jacJac1	anoCar2	anaPla1	triMan1	calJac3	oryLat2	geoFor1	pteVam1	astMex1	myoLuc2	mm10	hetGla2	oreNil2	monDom5	ponAbe2	odoRosDiv1	chrPic2	ailMel1	falPer1	susScr3	ochPri3	ornAna1	micOch1	neoBri1	amaVit1	punNye1	oryCun2	rn6	rheMac3	colLiv1	falChe1	araMac1	oviAri3	sorAra2	xipMac1	apaSpi1	lepOcu1	saiBol1	speTri2	gasAcu1	sarHar1	echTel2	tetNig2	panHod1	pseHum1	melGal1	macEug2	lepWed1	cerSim1	zonAlb1	camFer1	takFla1	taeGut2	mayZeb1	danRer10	xenTro7	conCri1	max_spliceai_score
EMSY_76456436_D	0.44081	0.135823	-1	0.208222	-1	0.285854	0.257991	0.358777	0.39598	-1	-1	0.229019	0.280407	0.450445	0.293859	-1	0.287583	0.421539	0.301874	-1	0.256059	-1	-1	0.266672	0.285854	0.314857	0.281621	0.323519	0.266672	0.566701	0.360882	-1	0.219141	0.193995	0.287583	0.215773	-1	0.20492	5.9e-05	0.228339	0.271914	0.323519	-1	0.142307	-1	-1	0.266024	0.344789	-1	-1	0.358777	-1	0.314857	0.2027	0.48198	-1	0.39601	0.287583	0.315209	-1	0.229685	-1	0.178233	0.376516	-1	0.223229	-1	-1	-1	0.1975	0.257931	0.285854	-1	-1	-1	0.266672	0.206713	-1	6.4e-05	-1	0.344789	0.257074	-1	0.811908	0.355312	-1	0.266672	-1	-1	-1	0.315209	0.334563	-1	0.022199	-1	-1	-1	-1	-1	0.000402	0.811908
RASA2_141586228_D	0.000766	0.052279	-1	5e-06	-1	0.245552	0.433833	0.253801	0.22245	-1	-1	0.304971	0.000529	0.043099	0.189415	-1	0.246645	0.137928	0.149779	-1	0.439679	-1	-1	0.063649	0.245552	0.256804	0.071775	0.284541	0.004129	0.000978	0.02701	-1	0.23444	0.332295	0.245552	0.259338	-1	0.037257	0.00104	0.671975	0.286686	0.284541	-1	0.485215	3.2e-05	-1	0.002007	0.260336	-1	-1	-1	-1	0.433833	0.204513	0.063176	-1	0.000158	0.245552	0.100058	0	0.133714	-1	0.246505	0.204246	-1	0.806255	-1	7e-06	-1	0.108686	0.214898	0.245552	-1	-1	-1	0.032949	0	-1	-1	-1	0.232794	0.11677	-1	0.000307	0.00013	-1	0.042357	-1	-1	-1	0.187848	0.451094	-1	0.053032	-1	-1	-1	-1	-1	0	0.806255
RYR2_237699750_D	0.002879	0.000285	1e-06	7e-05	-1	0.000694	0.018379	6.4e-05	0.015971	-1	-1	7e-05	0.000179	0.036178	7.9e-05	-1	0.005839	-1	-1	-1	-1	-1	-1	0.000238	0.005445	0.000143	0.005534	0.000274	4.9e-05	0.003292	0.000358	-1	0.001744	0.000313	0.000558	0.005446	-1	-1	-1	0.001315	0.071253	0.00829	-1	6e-06	-1	-1	0.002242	9.1e-05	-1	7e-06	7e-05	-1	0.801636	-1	-1	-1	0.000647	0.005446	0.000458	-1	0.001849	-1	2.8e-05	0.003167	-1	0.000506	-1	-1	-1	0.039052	-1	0.003122	-1	-1	-1	4.9e-05	0.00035	-1	-1	-1	0.001007	0.020686	-1	0.003861	0.011337	-1	0.000482	-1	-1	-1	0.000271	0.000705	-1	0.000551	-1	1e-06	-1	0.000581	0.026846	0.000374	0.801636
LAMA3_23838031_D	0.002432	0.249397	-1	0.000268	-1	0.00052	0.000893	0.00355	-1	-1	-1	0.006714	-1	0.800104	0.032926	-1	0.741327	-1	0.003473	-1	0.000722	-1	-1	0.000116	0.338818	0.004128	0.000139	0.000262	0.000101	0.004708	0.000225	-1	0.478461	0.00015	0.360538	0.00052	-1	0.000453	-1	6.9e-05	0.716121	0.000262	-1	1e-06	-1	-1	0.001066	0.001579	-1	-1	0.002721	-1	7.9e-05	9.1e-05	0.001126	-1	-1	0.000118	0.0624	-1	0.000848	-1	4.2e-05	0.02061	-1	0.003562	-1	-1	-1	0.01567	0.00099	0.338818	-1	-1	-1	0.000101	0.000228	-1	-1	-1	0.001653	0.562848	-1	-1	-1	-1	0.000104	-1	-1	-1	0.035452	5.3e-05	-1	0.368342	-1	-1	-1	-1	-1	0.000501	0.800104
INTS6_51375384_D	0.010807	0.004083	-1	0.00252	-1	0.775136	0	0.014043	-1	-1	-1	0.19435	-1	0.064969	0.084892	-1	0.748019	0.009218	-1	-1	0.094183	-1	-1	0.000121	0.775136	0.167275	0.103883	0.004487	0.000121	0.184558	0.000709	-1	0.615565	-1	0.799852	0.74419	-1	0.001565	0.023948	0	0.773268	0.004487	-1	0.000266	-1	-1	0.134844	0.108858	-1	-1	0.014043	-1	0.04096	-1	0.000214	-1	-1	0.719197	0.082822	-1	0.102228	-1	0.000208	1.4e-05	-1	-1	-1	-1	-1	6.1e-05	-1	0.775136	-1	-1	-1	0.000121	0.000206	-1	-1	-1	0.320692	0.00209	-1	-1	1e-06	-1	0.000123	-1	-1	-1	0.082822	0	-1	0.004083	-1	-1	-1	-1	-1	0.103972	0.799852
VPS41_38752120_D	0.002827	0.213674	4e-06	0.004442	-1	0.770524	0.411913	0.250033	-1	1.5e-05	0.002223	0.056567	0.000164	0.000469	0	-1	0.770524	1e-05	5.5e-05	8e-06	0.100103	7.2e-05	-1	0.041741	0.770524	0.120162	0.07866	0.031265	0.046203	0.007371	0.22399	0.000393	0.770524	0.011126	0.770524	0.770524	0	0.000648	0.000597	0.009663	0.770524	0.04465	0.000144	0.160857	8e-05	0.002339	0.000283	0.798747	-1	-1	0.181374	0	0.345723	6e-05	8.1e-05	0.002184	1.1e-05	0.770524	0.234277	-1	0.052223	-1	0.007059	0.000185	-1	0.00223	-1	0.000109	0.002223	0.057364	0.000137	0.770524	-1	-1	1.9e-05	0.051806	0.018553	-1	8e-06	-1	0.712709	4.3e-05	0.000591	1e-06	1.3e-05	-1	0.039899	-1	0	1e-06	0.07728	0.015811	-1	0.167221	0.000393	-1	-1	0.001916	-1	-1	0.798747
WARS_100335803_D	-1	-1	-1	-1	-1	0.008135	-1	-1	-1	-1	-1	0.048105	-1	-1	-1	-1	0.007336	-1	-1	-1	-1	-1	-1	-1	0.008135	-1	-1	0.000129	-1	0.003017	-1	-1	0.020277	-1	0.007336	0.067161	-1	-1	-1	-1	0.038916	0.000129	-1	0.795438	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.007418	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.008135	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.795438
PHC3_170135109_D	0.593589	0.535377	-1	-1	-1	0.000149	0.000139	0.571028	0.305567	-1	-1	-1	0.00011	-1	0.270165	-1	0.698267	0.299635	-1	-1	0.615695	-1	-1	0.755431	0.000149	0.000351	0.222013	0.000429	0.648061	2.5e-05	0.015604	-1	0.460865	-1	0.689323	0.00011	-1	0.177936	-1	0.000312	0.698267	0.669124	-1	-1	-1	-1	0.795031	0.00145	-1	-1	0.571028	-1	0.003394	-1	0.476052	-1	-1	0.59494	0.295472	-1	0.000146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.000149	-1	-1	-1	0.663238	-1	-1	-1	-1	0.00035	-1	-1	-1	0.001634	-1	0.603342	-1	-1	-1	0.185059	0.003525	-1	0.476858	-1	-1	-1	-1	-1	-1	0.795031
FAN1_30917724_D	4.2e-05	1.2e-05	-1	1.8e-05	-1	0.01839	-1	-1	0.201854	-1	-1	0.000771	-1	-1	0.000195	-1	0.017997	0.0254	1.3e-05	-1	-1	-1	-1	1.1e-05	0.014464	-1	0	1.1e-05	0.000787	0.000502	1e-06	-1	0.017997	0.000648	0.017997	0.013703	-1	0.787525	-1	0.001688	0.017997	1.1e-05	-1	0.143384	-1	-1	0.000943	0.000329	-1	-1	-1	-1	-1	9.6e-05	0.006667	-1	-1	0.017997	1e-06	-1	1e-06	-1	1.9e-05	-1	-1	9e-06	-1	-1	-1	0.001157	0.000228	1.6e-05	-1	-1	-1	1.7e-05	-1	-1	-1	-1	-1	0.357316	-1	-1	4.7e-05	-1	1.7e-05	-1	-1	-1	4.8e-05	0.000469	-1	2.3e-05	-1	-1	-1	-1	-1	-1	0.787525
BRSK1_55292477_D	-1	0.000498	-1	-1	-1	0.043145	0.001761	0.002226	-1	-1	-1	-1	-1	-1	-1	-1	0.712386	-1	-1	-1	-1	-1	-1	-1	-1	6e-06	0.018422	0.014713	0.004592	0.011109	0.010683	-1	0.78326	-1	0.712386	-1	-1	-1	-1	0.013878	0.712386	0.012837	-1	-1	-1	-1	0.022914	0.313175	-1	-1	0.005825	-1	8e-06	-1	-1	-1	-1	-1	0.094079	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.696244	-1	-1	-1	-1	-1	-1	-1	-1	0.302042	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.105198	0.020054	-1	0.000513	-1	-1	-1	-1	-1	-1	0.78326
COL6A3_237395355_D	0.3697	0.782588	0	0.451472	-1	0.403362	0.487582	0.57163	0.354841	-1	-1	0.271544	0.444694	0.528938	0.277436	-1	0.351185	0.421134	0.302694	-1	0.407228	-1	-1	0.245495	0.393453	0.449386	0.684855	0.310473	0.431389	0.382096	0.220514	-1	0.393453	0.380112	0.351185	0.393453	-1	0.426013	-1	0.335827	0.351185	0.292163	-1	0.416488	-1	-1	0.475052	0.326558	-1	-1	0.487445	-1	0.371374	0.29726	0.295026	-1	2e-06	0.296935	0.493683	-1	0.43611	-1	0.151932	0.04934	0.000383	0.375427	-1	-1	-1	0.414532	0.341702	0.393453	-1	-1	-1	0.431389	-1	-1	0.011186	-1	0.341412	0.239606	-1	0	0.545882	-1	0.454553	-1	-1	0.046542	0.460925	0.317493	-1	0.672203	-1	-1	-1	-1	-1	-1	0.782588
GUCY2C_14615889_D	0.005223	0.000272	-1	-1	-1	0.129478	0.012321	0.015061	0.005306	-1	-1	0.001286	-1	0.778392	0.000639	-1	0.190346	0.041161	0.003423	-1	0.00106	-1	-1	0.000248	0.130031	0.026457	0.002005	0.004866	-1	0.001581	0.005032	-1	0.168039	0.023693	0.199555	0.092221	-1	1.1e-05	2e-06	0.000744	0.190346	0.000201	-1	4.6e-05	-1	-1	0.004553	0.195151	-1	-1	0.015061	-1	0.010155	0.06463	0.000917	-1	-1	0.190035	0.136884	-1	0.076207	-1	0.000107	-1	-1	0.000383	-1	-1	-1	-1	-1	0.130031	-1	-1	-1	0.000274	-1	-1	-1	-1	0.191435	0.009251	-1	-1	0.161423	-1	0.000168	-1	-1	-1	0.181144	0.036569	-1	7.8e-05	-1	-1	-1	-1	-1	-1	0.778392
ADAMTS6_65262117_D	0.006816	0.029414	0.002766	0.004034	-1	0.00614	0.164223	0.035703	0.003249	0.103312	-1	0.013497	0.009236	0.011577	0.001892	0.000992	0.016693	0.006145	6e-06	-1	0.012107	-1	2e-05	0.006144	0.0062	0.003814	6e-06	0.003972	0.003615	0.004044	0.00313	-1	0.003939	-1	0.016693	0.005319	0.009472	0.003634	0.022435	0.001725	0.016693	0.003972	-1	0.00218	-1	3.6e-05	0.001891	0.030576	-1	0.128438	0.035703	-1	0.004542	4.7e-05	0.002876	-1	0.116473	0.003939	0.002574	0.010887	0.003252	0.668046	0.002314	0.00394	-1	0.001326	-1	0.152183	-1	0.002381	0.00319	0.0062	0.618658	0.668046	0.152183	0.004224	0.000791	-1	0.000118	-1	0.015722	0.015691	-1	0.011177	0.000721	-1	0.003615	0.778207	-1	0.002814	0.002574	0.003383	0.242207	0.040652	-1	6.1e-05	-1	-1	-1	0.002881	0.778207
SLC34A2_25669574_D	0.003534	0.009024	-1	0.001689	-1	0.051365	0.000234	0.003791	1.4e-05	-1	7e-06	0.001986	0.002098	0.00411	0.002649	-1	0.057777	2.4e-05	0.000113	-1	0.774462	-1	-1	0.013227	0.051365	0.000457	0.000126	0.00211	0.010418	0.002868	0.030302	0.007424	0.045246	-1	0.057777	0.051365	-1	4.4e-05	-1	0.002632	0.057777	0.011465	-1	2.3e-05	0.000208	-1	0.001343	0.004187	-1	-1	0.00206	-1	0.000234	-1	0	6e-06	-1	0.057777	0.006451	-1	0.005194	-1	0.021675	0.033152	-1	-1	-1	-1	7e-06	0.006276	0	0.051365	-1	-1	-1	0.010418	4.3e-05	0.000374	-1	-1	0.005408	0.000178	-1	-1	0	-1	0.001738	0.000314	-1	-1	0.006923	0.00641	-1	0.000899	0.007424	0.00329	-1	-1	-1	6e-06	0.774462
PIWIL1_130361096_D	0.000775	0.000152	-1	0.01456	-1	0.213126	-1	0.000131	-1	-1	-1	0.104166	0.004819	6e-06	0.000481	-1	0.212998	-1	1.4e-05	-1	-1	-1	-1	0.063933	0.213126	-1	0.002205	0.000375	0.032519	0.106222	0.009796	-1	0.187459	5.2e-05	0.187459	0.213832	-1	-1	0.013709	0.005393	0.187459	0.000375	-1	6e-06	-1	0.016261	0.033047	0.772906	-1	-1	0.000111	-1	-1	-1	7.5e-05	-1	0.00359	0.000299	5.3e-05	-1	0.000695	-1	0.000794	-1	2e-06	0.001384	-1	0.217313	-1	-1	-1	0.213126	-1	-1	-1	0.062731	0.000795	0.00053	-1	0.001079	0.663793	1.5e-05	-1	0.000665	-1	2e-06	0.029288	-1	-1	-1	0.002692	0.00151	-1	0.000516	1.2e-05	-1	-1	0.136981	0	7.5e-05	0.772906
ABLIM1_114436534_D	0.00126	0.462633	-1	0.022647	-1	0.302618	0.01843	0.000839	-1	-1	-1	0.000255	0.001035	0.162388	0.158685	-1	0.223073	0.020383	-1	-1	0.658358	-1	-1	0.325943	0.308403	0.036391	0.365853	0.244709	0.001226	0.311681	0.272948	-1	0.332513	-1	0.308403	0.308403	-1	-1	0.009819	0.198659	0.223847	0.244709	-1	1e-06	-1	-1	0.549937	0.266153	-1	-1	0.002278	-1	0.320037	0.016228	0.004506	-1	0.000378	0.284759	0.229245	-1	0.289712	3e-05	0.233077	0.299192	1.1e-05	5e-06	-1	-1	-1	0.293492	0.000119	0.308403	4.3e-05	-1	-1	0.384523	-1	-1	-1	-1	0.138579	0.000173	-1	0.001056	0.228078	-1	0.384523	-1	-1	-1	0.229245	0.289599	-1	0.409141	-1	-1	-1	-1	-1	0.76899	0.76899
RGL1_183883105_D	0.000258	1.9e-05	-1	0.018323	-1	0.100581	0.76816	0.005123	0.061477	-1	-1	0.012943	5.3e-05	0.002691	0.000733	-1	0.100581	0.045971	1e-06	-1	0.022524	-1	-1	5.9e-05	0.100581	0.329973	0.03367	0.002446	0.007079	0.003013	0.001249	-1	0.100581	1e-06	0.100581	0.100581	-1	0.009248	1e-06	0.00125	0.100581	0.002446	-1	0.00439	-1	-1	0.008493	0.000325	-1	-1	0.005784	-1	0.285342	2.1e-05	0.004792	-1	-1	0.100581	0.000417	-1	0.000809	-1	0.004951	-1	-1	3e-06	-1	-1	-1	-1	3.3e-05	0.100581	-1	-1	-1	0.000907	-1	-1	-1	-1	0.029231	0.002807	-1	-1	0	-1	0.001157	-1	-1	-1	0.000417	0.009025	-1	4.3e-05	-1	-1	-1	-1	-1	1.6e-05	0.76816
WNT3_46765506_D	0.005658	6.5e-05	-1	0.000164	-1	0.000318	-1	3.8e-05	0.000359	-1	-1	0.056221	4.9e-05	0.001704	0.002823	0.000659	0.092151	0.002182	1.2e-05	0.06152	0.000789	-1	-1	2.1e-05	0.000318	-1	0.008123	0.000494	7.6e-05	0.007685	0.000116	-1	0.00584	0.000124	0.085597	0.000356	-1	0.014736	0.00075	2.7e-05	0.092151	0.000494	-1	0.003659	-1	-1	0.010758	2.2e-05	-1	-1	9e-06	-1	-1	0.014934	0.000912	-1	-1	0.094784	0.005455	-1	7.2e-05	-1	7.8e-05	-1	-1	0.02244	-1	-1	-1	1.6e-05	0.011814	0.000318	-1	-1	-1	8.5e-05	-1	-1	-1	-1	0.007601	5e-06	-1	-1	0	-1	5.8e-05	-1	-1	-1	0.002045	5.1e-05	-1	6.5e-05	-1	0.768016	-1	-1	-1	-1	0.768016
KDELC2_108481758_D	2e-06	0.412202	-1	0.318322	-1	0.04109	0.029758	0.073048	0.044598	-1	-1	0.017826	0.001263	0.000256	0.342523	-1	0.339232	0.244652	0.000367	0	-1	0.235176	-1	0.000175	0.021444	0.025961	0.000118	0.001956	0.000189	1e-06	1.9e-05	9e-06	0.347478	9.2e-05	0.347478	0.287397	-1	0.126542	0.005032	0.767754	0.349509	0.001956	-1	0.009361	-1	-1	2e-06	0.549293	-1	-1	0.073048	-1	0.003832	0.052406	0.218161	-1	-1	0.347478	0.021838	-1	0.012506	-1	0.260989	0.009474	-1	0.000312	-1	1e-06	-1	0.028321	0.063234	0.04109	-1	-1	-1	0.000189	0.003102	-1	-1	1.1e-05	0.565287	0.500852	-1	0.018733	-1	0.000135	0.000189	-1	-1	-1	-1	0.000384	2e-06	0.412202	1e-06	2e-06	-1	1.1e-05	-1	0.013483	0.767754
MOSPD2_14873618_D	0.11968	0.019335	-1	4e-06	-1	0.180298	0.137128	0.026704	0.010069	-1	-1	0.030117	0.055123	0.009858	0.055963	-1	0.174585	0.001684	0.091082	-1	0.002423	-1	0.076227	0.022874	0.157315	0.007731	0.033759	0.045615	0.008581	0.075243	0.063178	-1	0.174585	0.008937	0.174585	0.155429	-1	0.038533	0.31097	0.066017	0.174585	0.045615	-1	0.031766	-1	-1	0.032005	0.195977	-1	-1	0.026704	-1	0.009297	0.242779	0.014096	-1	0.004503	0.214585	0.03346	-1	0.02471	-1	0.031395	-1	0.000103	0.013376	-1	0.124796	-1	0.113177	0.001683	0.157315	-1	-1	-1	0.006776	0.003585	-1	-1	-1	0.290785	0.199138	-1	0.000136	0.017083	-1	0.021749	0.766114	0.096691	-1	0.025283	0.006276	0.336701	0.016429	-1	0.519844	-1	-1	-1	0.107895	0.766114
PTCH2_44822747_D	4e-06	0.014945	5e-06	0.000168	0.036597	0.002932	0.042116	8.4e-05	0.000283	0.044574	0.130959	0.003324	0.000131	0.000122	0.017785	0.010934	-1	0.004152	0.000231	-1	3.2e-05	0.011506	0.011415	7.4e-05	0.002932	0.051537	0.001379	0.002699	0.00013	0.001675	0.002285	0.489509	0.000743	7.7e-05	0.035056	0.002636	9.8e-05	0.002428	0.000522	0.004653	0.009479	0.002886	-1	0.002269	0.005103	0.021973	0.135541	0.003291	0.0221	0.011415	8.4e-05	0.001813	0.033276	0	0.000335	0.029879	0.31819	0.001047	0.011147	0.014191	0.172029	0.067411	-1	0.056814	-1	0.000326	0.029879	0.048565	0.12193	0.000816	0	0.002932	0.007238	0.067411	0.046603	0.00013	4e-06	0.042359	-1	0.094067	0.003291	0.020052	0.084515	0.765742	2e-06	0.327448	0.00013	0.00794	0.010934	0.163155	0.043695	0.000185	0.011795	0.014945	0.588645	0.011415	0.12193	0.001295	0.052648	0.00057	0.765742
FOCAD_20865404_D	0.000243	-1	-1	0.000851	-1	0.508565	-1	0.000628	0.027088	-1	-1	3e-05	0.004261	-1	0.00278	-1	0.749003	0.013506	0.000475	-1	0.000257	-1	-1	6.3e-05	0.508565	-1	0.008114	7.9e-05	6.3e-05	0.000255	0.001201	-1	-1	0.000132	0.765645	0.550049	-1	0.000185	-1	0.001901	0.765645	6.9e-05	-1	0.000552	-1	-1	0.002245	0.605121	-1	-1	0.000628	-1	-1	0.030513	2.3e-05	-1	-1	0.765645	2.9e-05	-1	0.002706	-1	0.000186	0.003789	-1	0.000125	-1	-1	-1	0.00221	5.6e-05	0.508565	-1	-1	-1	0.00136	-1	-1	-1	-1	0.661599	7.9e-05	-1	-1	0.000488	-1	0.000438	-1	-1	-1	0.002395	8.5e-05	-1	-1	-1	-1	-1	-1	-1	0.000119	0.765645
SP8_20786386_D	0.475832	0.365928	-1	0.425615	-1	0.426488	0.582002	0.630965	0.286846	0.425029	-1	0.514275	0.460671	0.410946	-1	0.240354	0.426488	0.19721	0.369943	0.458908	0.506631	-1	0.230783	0.600088	0.426488	0.601441	0.490416	0.608522	0.584684	0.471408	0.585225	-1	0.426488	0.497856	0.390182	0.426488	0.50512	0.39092	0.258112	0.404481	0.426488	0.608522	-1	0.491332	0.14381	0.253059	0.495894	0.339805	-1	0.209973	0.630965	-1	-1	0.332571	0.448875	-1	0.675906	0.482997	0.498739	0.50512	0.549746	0.327471	0.422501	0.375336	0.588362	0.419131	-1	0.302581	-1	0.480594	0.33801	0.426488	0.271302	0.327471	-1	0.764381	0.560528	-1	0.471816	-1	0.414377	0.373084	-1	0.634713	0.525587	-1	0.573402	0.209973	-1	0.479816	0.470976	0.404481	0.209973	0.444469	-1	0.209973	-1	-1	-1	0.434023	0.764381
XRN1_142368625_D	8.8e-05	0.647465	-1	5.4e-05	-1	0.327256	1.5e-05	4.2e-05	-1	-1	-1	0.018216	-1	-1	0.003531	-1	0.203687	3.4e-05	-1	-1	-1	-1	-1	0.000106	0.327256	5.3e-05	-1	0.000299	0.011916	0.001043	0.008583	-1	0.203687	-1	0.203687	0.327256	-1	4e-06	1e-05	2.6e-05	0.203687	0.000299	-1	-1	-1	-1	6.5e-05	0.26484	-1	-1	4.2e-05	-1	2.6e-05	-1	0.152079	-1	-1	0.203687	9.4e-05	-1	0.004422	-1	0.028206	3.2e-05	-1	-1	-1	-1	-1	0.000659	-1	0.327256	-1	-1	-1	0.011916	-1	-1	-1	-1	0.253824	1.9e-05	-1	-1	0.000487	-1	5.8e-05	-1	-1	-1	0.000126	2.4e-05	-1	0.763126	-1	-1	-1	-1	-1	0.000139	0.763126
ROCK1_20954195_D	0.000376	0	-1	-1	-1	0.639031	0	0.000415	0.117611	-1	-1	0.448923	0.008393	-1	0.397102	-1	0.713154	0.109044	-1	-1	0.002665	-1	-1	-1	0.639031	0.221391	0.318047	-1	-1	0.137763	0.262641	-1	0.53054	0.014814	-1	0.654787	-1	0.000148	-1	0	0.713154	-1	-1	1e-06	-1	-1	0.118572	0.000944	-1	-1	0.000322	-1	0.264803	-1	0.000234	-1	-1	0.762809	0.257785	5.3e-05	0.025755	-1	0.00038	0.001266	-1	-1	-1	-1	-1	0.019189	-1	0.639031	-1	-1	-1	-1	0.003202	-1	-1	-1	0.2227	0.194497	-1	-1	0.001768	-1	-1	-1	-1	-1	0.096969	2.5e-05	-1	0.045977	-1	-1	-1	-1	-1	0.00725	0.762809
KIT_54708969_D	0.245008	0.107994	-1	0.039267	-1	0.199858	0.040762	0.010417	0.045332	-1	-1	0.023915	0.336157	0.013766	0.257607	-1	0.165832	0.178476	0.008694	-1	0.000368	-1	-1	0.073701	0.199858	0.117776	0.036003	0.210226	0.011589	0.21164	0.002386	-1	0.199858	0.108919	0.171697	0.199858	-1	0.034454	0.160508	5.6e-05	0.171697	0.238491	-1	0.762759	-1	-1	0.011591	0.200117	-1	-1	0.010417	-1	0.095336	0.042626	0.000484	-1	-1	0.063778	0.012401	-1	0.009773	-1	0.125696	-1	-1	0.001451	-1	-1	-1	-1	-1	0.199858	-1	-1	-1	0.011696	-1	-1	-1	-1	0.169781	-1	-1	-1	0.077087	-1	0.24671	-1	-1	-1	0.007846	0.033521	-1	0.105609	-1	-1	-1	-1	-1	-1	0.762759
MYCBP2_77275340_D	0.003141	0.000191	-1	-1	-1	0.056073	0.089717	0.06747	0.017865	-1	-1	0.018361	-1	0.000222	0.020001	-1	0.068867	-1	-1	-1	-1	-1	-1	0.000232	0.056073	0.038377	0.001656	-1	0.000263	-1	0.160782	-1	0.00022	-1	0.066724	0.056073	-1	0.758399	-1	0.002481	0.068867	-1	-1	0.096582	-1	-1	0.024928	-1	-1	-1	0.066168	-1	0.10532	-1	0.023383	-1	-1	0.035387	0.000193	-1	0.00195	-1	-1	-1	-1	-1	-1	-1	-1	0.175341	-1	0.056073	-1	-1	-1	0.000258	-1	-1	-1	-1	-1	0.119898	-1	-1	0.003566	-1	0.000258	-1	-1	-1	0.035588	0.001192	-1	0.000214	-1	-1	-1	-1	-1	-1	0.758399
NT5C2_103093442_D	0.000281	0.000935	-1	0.000382	-1	0.64341	5.2e-05	7.1e-05	0.229061	-1	-1	0.301117	8e-05	0.294682	3.2e-05	-1	0.349328	0.172182	0.000271	-1	0.021187	-1	2e-06	0.000244	0.642171	8.2e-05	2.6e-05	0.016198	0.000182	0.010456	2.7e-05	-1	0.408974	4.6e-05	0.408974	0.642171	-1	0.000448	2.2e-05	8.1e-05	0.345249	0.016198	0	0.017264	1e-06	-1	1.7e-05	0.486312	-1	-1	7.1e-05	-1	7.2e-05	-1	0.240775	2e-06	0.00017	0.420227	3.4e-05	-1	3.6e-05	0.000268	0.000565	1.1e-05	-1	-1	-1	0.000148	0.000106	0.027149	0.000758	0.758259	-1	0.000268	0.00013	0.000182	0.000217	-1	-1	0.002781	0.568693	0.015591	-1	6e-06	0.043519	-1	0.000182	-1	-1	-1	3.4e-05	0.000242	-1	0.001913	-1	0.001014	-1	0.000166	-1	0.001031	0.758259
SMG5_156273562_D	0.021989	0.03825	-1	0.049978	-1	0.041953	0.004004	0.000225	0.00127	-1	-1	2.9e-05	0.000242	0.051532	2.7e-05	-1	0.038086	1.9e-05	0.024633	-1	7e-06	-1	-1	0.035526	0.041953	0.01395	0.008245	0.046637	0.035292	0.041239	0.006052	-1	0.04942	1.6e-05	0.041953	0.041953	-1	0.001088	4.8e-05	0.031562	0.038086	0.046637	-1	0.757811	-1	-1	0.038035	0.013248	-1	-1	0.000225	-1	0.007197	0.00218	2.2e-05	-1	1.2e-05	5.9e-05	0.057389	-1	0.002615	-1	7.1e-05	0.000145	-1	7.6e-05	-1	-1	-1	0.016916	3.9e-05	0.018364	-1	-1	-1	0.035292	0.005612	-1	-1	-1	0.008838	0.006103	-1	0.018139	0.040099	1e-06	0.036961	-1	-1	0.002482	0.041662	0.032045	-1	0.03825	-1	-1	-1	-1	-1	0.088484	0.757811
MYH13_10370145_D	0.048375	0.049048	-1	0.023298	-1	0.034768	0.03706	0.045126	0.04856	-1	-1	0.001634	0.058417	0.031776	0.025796	-1	0.031216	0.066415	0.056004	-1	0.046503	-1	0.002208	0.106184	0.054506	0.02754	0.07743	0.004187	0.036741	0.03897	0.101922	-1	0.038496	0.09852	0.031216	0.054506	-1	0.037517	-1	0.042822	0.031216	0.036116	-1	0.075572	-1	-1	0.001218	0.007217	-1	-1	0.045126	-1	0.032839	0.063255	0.033047	-1	-1	0.063273	0.046698	-1	0.131107	-1	0.048069	0.000867	-1	0.001015	-1	-1	-1	0.021055	0.757724	0.029924	-1	-1	-1	0.028664	0.002417	-1	-1	-1	0.003972	0.036543	-1	-1	-1	-1	0.036741	-1	-1	-1	0.005423	0.042822	-1	0.047792	-1	-1	-1	-1	-1	0.000107	0.757724
